id,text,anger,disgust,fear,joy,sadness,surprise,language,processed_text
hau_train_track_a_00038,allah ya yaye mn musiba amma f n hango wasu en yara,0,0,1,0,0,0,hau,allah ya yaye mn musiba amma f n hango wasu en yara
hau_train_track_a_00039,Sheikh Dahiru Bauchi ya bayyana babban sirrinsa na haddar Al-Qur'ani,0,0,0,1,0,0,hau,sheikh dahiru bauchi ya bayyana babban sirrinsa na haddar alqurani
hau_train_track_a_00040,Mutane 2 sun sheka barzahu bayan gamuwa da ajalinsu a cikin ruwan Kano,0,0,0,0,1,0,hau,mutane 2 sun sheka barzahu bayan gamuwa da ajalinsu a cikin ruwan kano
hau_train_track_a_00041,🤔 abin alajabi be karewa a kasata Nigeria,0,0,0,0,0,1,hau,🤔 abin alajabi be karewa a kasata nigeria
hau_train_track_a_00042,"Ikon Allah 🤔director meh kake nufi,kar dai kace mahmud din take aure dai😲😲",0,0,0,0,0,1,hau,ikon allah 🤔director meh kake nufikar dai kace mahmud din take aure dai😲😲
hau_train_track_a_00043,Ku ma baku yadda ba kenan? 😊,0,0,0,0,0,0,hau,ku ma baku yadda ba kenan 😊
hau_train_track_a_00044,Bidiyon Shugaban Kasan South Sudan Yana Fitsari A Wando Ana Tsakiyar Taro,0,1,0,0,0,0,hau,bidiyon shugaban kasan south sudan yana fitsari a wando ana tsakiyar taro
hau_train_track_a_00045,Shekara dubu arba'in har da uku fa kuka ce😲?,0,0,0,0,0,1,hau,shekara dubu arbain har da uku fa kuka ce😲
hau_train_track_a_00046,Bidiyon matasan da suka shiga hannu yayin da suke kokarin yin asirin kudi da wata budurwa,0,1,0,0,0,0,hau,bidiyon matasan da suka shiga hannu yayin da suke kokarin yin asirin kudi da wata budurwa
hau_train_track_a_00047,"Alhamdulillah na samu lafiya, mun kusa hadari cikin hazo - Aisha Buhari ta yi maganarta na farko",0,0,0,1,0,0,hau,alhamdulillah na samu lafiya mun kusa hadari cikin hazo aisha buhari ta yi maganarta na farko
hau_train_track_a_00048,Kulu Allah wadai shi kene kawai 🤔,0,0,0,0,1,0,hau,kulu allah wadai shi kene kawai 🤔
hau_train_track_a_00049,Tashin hankali anyiwa uwar kortoh fyade yace mama rike min wando na yau daga makwafta za'a Fara🤣🤣 #Ranar_hausa,0,0,0,1,0,0,hau,tashin hankali anyiwa uwar kortoh fyade yace mama rike min wando na yau daga makwafta zaa fara🤣🤣 ranarhausa
hau_train_track_a_00050,Ashe kinsan waye king 👑,0,0,0,0,0,1,hau,ashe kinsan waye king 👑
hau_train_track_a_00051,"Idan har wannan labarin haka yake toh zaman Zina zasu, A haifi Yayan zina kuma..Allah kada ka jarrabemu da Wayewa wadda zata fitine mu cikin addininmu🙏Wannan karshen jahilaci da lalacewa Kenan subhanallah.",1,1,0,0,1,0,hau,idan har wannan labarin haka yake toh zaman zina zasu a haifi yayan zina kumaallah kada ka jarrabemu da wayewa wadda zata fitine mu cikin addininmu🙏wannan karshen jahilaci da lalacewa kenan subhanallah
hau_train_track_a_00052,zancan banxa zancan isakamudai kawai allah ya isa zamuce,1,0,0,0,0,0,hau,zancan banxa zancan isakamudai kawai allah ya isa zamuce
hau_train_track_a_00053,inyeee atayamu murna saura kadan kasar mu tazama kmr dubai tunda ga sunan ma kamr na yan biyu,0,0,0,1,0,0,hau,inyeee atayamu murna saura kadan kasar mu tazama kmr dubai tunda ga sunan ma kamr na yan biyu
hau_train_track_a_00054,Bidiyon fitaccen Faston Najeriya yana karanta ayoyin Alkur'ani mai girma,0,0,0,0,0,1,hau,bidiyon fitaccen faston najeriya yana karanta ayoyin alkurani mai girma
hau_train_track_a_00055,Allah mai iko: Yadda mata ta haihu bayan shekaru 10 da daukar ciki,0,0,0,0,0,1,hau,allah mai iko yadda mata ta haihu bayan shekaru 10 da daukar ciki
hau_train_track_a_00056,Buhari ya aike wa Sarkin Jordan wasikar son barka,0,0,0,1,0,0,hau,buhari ya aike wa sarkin jordan wasikar son barka
hau_train_track_a_00057,Ya Allah kai mana maganin muta nennan dan Girman ka kafimu sanin ta wacce hanya xaka biyo musu Allah kana gani Allah ka bi mana hiqqin mu Amin 😭😭😭😭😭,0,0,1,0,1,0,hau,ya allah kai mana maganin muta nennan dan girman ka kafimu sanin ta wacce hanya xaka biyo musu allah kana gani allah ka bi mana hiqqin mu amin 😭😭😭😭😭
hau_train_track_a_00058,"Don jaraba yaro ba ƙashi har a cikin madafi, kana jawo kwabo suna biyo hannunka",0,0,0,0,0,0,hau,don jaraba yaro ba ƙashi har a cikin madafi kana jawo kwabo suna biyo hannunka
hau_train_track_a_00059,BBC me kuma ya faru?? 🙆🙆,0,0,0,0,0,1,hau,bbc me kuma ya faru 🙆🙆
hau_train_track_a_00060,ya gama shasshafesu a waje ya game rungumesu sannan zai yi mana wani maganar sunnah munafukin banza munafukin wofi hian,1,0,0,0,1,0,hau,ya gama shasshafesu a waje ya game rungumesu sannan zai yi mana wani maganar sunnah munafukin banza munafukin wofi hian
hau_train_track_a_00061,"Malam yasha giyan tsamiya tana nunamai hauka,😂",0,0,0,0,1,0,hau,malam yasha giyan tsamiya tana nunamai hauka😂
hau_train_track_a_00062,"Uba Ya Fusata, Ya Garkame Shagon Diyarsa da Ta Ki Tafiya Italiya Yawon Karuwanci",1,1,0,0,0,0,hau,uba ya fusata ya garkame shagon diyarsa da ta ki tafiya italiya yawon karuwanci
hau_train_track_a_00063,kutttt wai dama bai da aure,0,0,0,0,0,1,hau,kutttt wai dama bai da aure
hau_train_track_a_00064,Wata sabuwa: Matan Najeriya sun zo na 15 a jerin matan da suka fi iskanci a duniya a kasashen duniya,0,0,0,0,1,0,hau,wata sabuwa matan najeriya sun zo na 15 a jerin matan da suka fi iskanci a duniya a kasashen duniya
hau_train_track_a_00065,a ina yaushe su waye su ina aka birnesu zaku maimaita da larabci wlh,1,0,0,0,0,0,hau,a ina yaushe su waye su ina aka birnesu zaku maimaita da larabci wlh
hau_train_track_a_00066,shi a abuja akabarshi kenan,0,0,0,0,0,1,hau,shi a abuja akabarshi kenan
hau_train_track_a_00067,Banza irinki wawuya bokon ki na banza ne🙄🙄,1,0,0,0,0,0,hau,banza irinki wawuya bokon ki na banza ne🙄🙄
hau_train_track_a_00068,😂😂 Har da hararanshi ko? Bari ya cireka wlhi,0,0,0,0,0,0,hau,😂😂 har da hararanshi ko bari ya cireka wlhi
hau_train_track_a_00069,😭Allah yasa mugama da dunia lfy. Kai kuma Allah kara lfy,0,0,0,0,1,0,hau,😭allah yasa mugama da dunia lfy kai kuma allah kara lfy
hau_train_track_a_00070,Amfani 8 na ruman ga lafiyar ɗan Adam,0,0,0,1,0,0,hau,amfani 8 na ruman ga lafiyar ɗan adam
hau_train_track_a_00071,Tou su wanne suke a qauye basu da account talk less of BVN ya zaayi dasu? 🤔,0,0,0,0,0,1,hau,tou su wanne suke a qauye basu da account talk less of bvn ya zaayi dasu 🤔
hau_train_track_a_00072,Allah Ya yi wa dankashi Mai Kukuma rasuwa,0,0,0,0,1,0,hau,allah ya yi wa dankashi mai kukuma rasuwa
hau_train_track_a_00073,"Budurwa ta kalubalanci mutane da su shiga gasar rubutu mai kyau, ta wallafa hoton littafinta",0,0,0,0,0,0,hau,budurwa ta kalubalanci mutane da su shiga gasar rubutu mai kyau ta wallafa hoton littafinta
hau_train_track_a_00074,muna yimaka fatan alheri baba buhari,0,0,0,1,0,0,hau,muna yimaka fatan alheri baba buhari
hau_train_track_a_00075,Kai Jama’a gwamnan namu😂😅 wai suma sai da suka wanki gara,0,0,0,1,0,1,hau,kai jama’a gwamnan namu😂😅 wai suma sai da suka wanki gara
hau_train_track_a_00076,Allah sarki Tani su yaya Dan Kwambo sun kassara ta😭,0,0,0,0,1,0,hau,allah sarki tani su yaya dan kwambo sun kassara ta😭
hau_train_track_a_00077,"Allah ya kyauta: 'Yan Bindiga sun hari gidan Sarki a jihar Sokoto, sun kashe dogari sun kuma yi awon gaba da kanin Sarkin",0,0,1,0,1,0,hau,allah ya kyauta yan bindiga sun hari gidan sarki a jihar sokoto sun kashe dogari sun kuma yi awon gaba da kanin sarkin
hau_train_track_a_00078,🤣🤣tirkashi Kasuwar madamfara zata mutu,0,0,0,0,0,1,hau,🤣🤣tirkashi kasuwar madamfara zata mutu
hau_train_track_a_00079,"Cikin kwanaki 4 ku mika wuya ko ku fuskanci fushin gwamnati, Matawalle ga 'yan bindiga",1,0,0,0,0,0,hau,cikin kwanaki 4 ku mika wuya ko ku fuskanci fushin gwamnati matawalle ga yan bindiga
hau_train_track_a_00080,Allah ya kawo sauki Dama ana mata kirari Tadabo tunbin giwa Koda mai kazo an fika Bashakka kano zata iya zama ta daya anawa hasashen Allah ya kawomana karshen wannan annoba bar😢😢😢😢😢😢😢😢,0,0,1,0,1,0,hau,allah ya kawo sauki dama ana mata kirari tadabo tunbin giwa koda mai kazo an fika bashakka kano zata iya zama ta daya anawa hasashen allah ya kawomana karshen wannan annoba bar😢😢😢😢😢😢😢😢
hau_train_track_a_00081,Tatsuniya kenan 😂😂🤣🤣😘😘 wai kayan yan kasuwa Allah dea wadaran naka ya lalace wato kai kaine baka tsoran Allah shiyasa suka turoka kayi bayani,1,0,0,0,1,0,hau,tatsuniya kenan 😂😂🤣🤣😘😘 wai kayan yan kasuwa allah dea wadaran naka ya lalace wato kai kaine baka tsoran allah shiyasa suka turoka kayi bayani
hau_train_track_a_00082,Shegu bbc!! 🤣 Wai beji dadi ba ko uban waye ya gayamuku haka?,1,0,0,0,0,0,hau,shegu bbc 🤣 wai beji dadi ba ko uban waye ya gayamuku haka
hau_train_track_a_00083,so yanxu dai mutu ba kenan yana nan da ransa ‍️,0,0,0,0,0,1,hau,so yanxu dai mutu ba kenan yana nan da ransa ‍️
hau_train_track_a_00084,Alhmdlh muyi farin ciki kamar yadda kuka kammala wannan shiri mae dogon xango lpy allah yabamu ikon kala lpy allah yasa muna cikin masu rayuwa kuma munawa kowa da yabada gudun muwa acikin wannan fatan alkhairi daga mal.aminu saira harxuwa ma aikatan shirin🙏,0,0,0,1,0,0,hau,alhmdlh muyi farin ciki kamar yadda kuka kammala wannan shiri mae dogon xango lpy allah yabamu ikon kala lpy allah yasa muna cikin masu rayuwa kuma munawa kowa da yabada gudun muwa acikin wannan fatan alkhairi daga malaminu saira harxuwa ma aikatan shirin🙏
hau_train_track_a_00085,"Allah ya jikan malam, Allah ya kai haske kabarin sa, Allah ya hada fuskokin mu a jannatul Firdaus 🤲🏻🤲🏻🤲🏻🤲🏻",0,0,0,0,1,0,hau,allah ya jikan malam allah ya kai haske kabarin sa allah ya hada fuskokin mu a jannatul firdaus 🤲🏻🤲🏻🤲🏻🤲🏻
hau_train_track_a_00086,Yanzu-yanzu: Fusatattun matasa sun kone ofishin Yan sanda a Katsina (Hotuna),1,0,0,0,0,0,hau,yanzuyanzu fusatattun matasa sun kone ofishin yan sanda a katsina hotuna
hau_train_track_a_00087,da meye zaa tantance yawan yayan nasa,0,0,0,0,0,1,hau,da meye zaa tantance yawan yayan nasa
hau_train_track_a_00088,Tsarabar juma'a: Abubuwa 5 da ya kamata ku sani game da kabarin Annabi Muhammad SAW,0,0,0,1,0,0,hau,tsarabar jumaa abubuwa 5 da ya kamata ku sani game da kabarin annabi muhammad saw
hau_train_track_a_00089,Waga DUNIYA 🌎👈 allah yasa mutashi daga cikinta lafiya zamani kenan 🤔🤔🤔,0,0,1,0,0,0,hau,waga duniya 🌎👈 allah yasa mutashi daga cikinta lafiya zamani kenan 🤔🤔🤔
hau_train_track_a_00090,"Almubazzaranci tsantsa, wannan kwalliya Baata wuce awa bakwai (7) an wanke ta an koma Kama(look) na asali. 😂. Abun mamaki kuma shine Kashi tamanin (80%) na maza irin wannan kwalliya ta (make up) Bata burgesu.",1,0,0,0,0,1,hau,almubazzaranci tsantsa wannan kwalliya baata wuce awa bakwai 7 an wanke ta an koma kamalook na asali 😂 abun mamaki kuma shine kashi tamanin 80 na maza irin wannan kwalliya ta make up bata burgesu
hau_train_track_a_00091,Ya fada cikin masai,0,1,0,0,0,0,hau,ya fada cikin masai
hau_train_track_a_00092,"Yayi sallah,sannan yayi dawafi,ya sha zam-zam,bagaruwa da dabino idan ya samu kaza kada ya saurara mata,bayan ya gama sai ya siyi jallabiya ya dawo kasar sa ta haihuwa ya ci gaba da haquri😂😂😂",0,0,0,1,0,0,hau,yayi sallahsannan yayi dawafiya sha zamzambagaruwa da dabino idan ya samu kaza kada ya saurara matabayan ya gama sai ya siyi jallabiya ya dawo kasar sa ta haihuwa ya ci gaba da haquri😂😂😂
hau_train_track_a_00093,Banɗakin asibitin baya shiguwa saboda ko Ina kashi ne a ƙasa yana warin tsiya.,0,1,0,0,0,0,hau,banɗakin asibitin baya shiguwa saboda ko ina kashi ne a ƙasa yana warin tsiya
hau_train_track_a_00094,"Allah ka bamu mata na gari: Bayan shafe shekara 10 yana wahala da yaron tun yana jariri har ya girma, mahaifin ya gano cewa ashe yaron ba nashi bane",0,0,0,0,1,1,hau,allah ka bamu mata na gari bayan shafe shekara 10 yana wahala da yaron tun yana jariri har ya girma mahaifin ya gano cewa ashe yaron ba nashi bane
hau_train_track_a_00095,Intanet kalmar Hausa ce? 🤔,0,0,0,0,0,1,hau,intanet kalmar hausa ce 🤔
hau_train_track_a_00096,"Jawabin Tinubu Bata Lokaci Da Yaudara Ne Kawai, Atiku Ya Caccaki Shugaban Kasa",1,0,0,0,1,0,hau,jawabin tinubu bata lokaci da yaudara ne kawai atiku ya caccaki shugaban kasa
hau_train_track_a_00097,Su kam ai basu ki kowa ya mutu ba saboda su samu kudin shiga😁,0,0,0,0,1,0,hau,su kam ai basu ki kowa ya mutu ba saboda su samu kudin shiga😁
hau_train_track_a_00098,Allah mai iko akuya ta haifi dodo bayan an yi mata tiyata,0,0,0,0,0,1,hau,allah mai iko akuya ta haifi dodo bayan an yi mata tiyata
hau_train_track_a_00099,Uwar gidan sa ta bashi ruwan kashi yasha,0,1,0,0,0,0,hau,uwar gidan sa ta bashi ruwan kashi yasha
hau_train_track_a_00100,"Ku cire ni daga bakinku: Maishadda bai yaudare ni ba, babu komai tsakaninmu – Aisha Humaira",0,0,0,0,0,0,hau,ku cire ni daga bakinku maishadda bai yaudare ni ba babu komai tsakaninmu – aisha humaira
hau_train_track_a_00101,Dubun wani babban fasto mai tsafi da kananan yara ta cika (Hotuna),0,1,0,1,0,0,hau,dubun wani babban fasto mai tsafi da kananan yara ta cika hotuna
hau_train_track_a_00102,"Ladduban da ake bi Allah ya amsa addu'a, Sheikh Aminu Daurawa",0,0,0,0,0,0,hau,ladduban da ake bi allah ya amsa addua sheikh aminu daurawa
hau_train_track_a_00103,Toh! Allah ka tsare mu daga wannan musibar🤲,0,0,1,0,0,0,hau,toh allah ka tsare mu daga wannan musibar🤲
hau_train_track_a_00104,"Buhari, Gwamnonin Arewa sun sa labule a Aso Villa a kan matsalar rashin tsaro",0,0,0,1,0,0,hau,buhari gwamnonin arewa sun sa labule a aso villa a kan matsalar rashin tsaro
hau_train_track_a_00105,"Baku isa ku tilasta mana mu baku shugabancin Najeriya ba, El-Rufa'i ya fadawa Gwamnonin Kudu",1,0,0,0,0,0,hau,baku isa ku tilasta mana mu baku shugabancin najeriya ba elrufai ya fadawa gwamnonin kudu
hau_train_track_a_00106,"""Na Gode Wa Allah An Kama Mu"", Mai Garkuwa Bayan Yan Sanda Sun Kama Shi",0,0,0,1,0,1,hau,na gode wa allah an kama mu mai garkuwa bayan yan sanda sun kama shi
hau_train_track_a_00107,"Dan Allah ku taya ni da addu’ar samun lafiya, Olisa Metuh ya roki ‘yan Najeriya",0,0,0,0,1,0,hau,dan allah ku taya ni da addu’ar samun lafiya olisa metuh ya roki ‘yan najeriya
hau_train_track_a_00108,Sojoji a bariki na farin ciki da shewa yayinda suka samun labarin sallaman Buratai da sauran hafsoshin tsaro,0,0,0,1,0,0,hau,sojoji a bariki na farin ciki da shewa yayinda suka samun labarin sallaman buratai da sauran hafsoshin tsaro
hau_train_track_a_00109,wannan zancen banzane yakeyi ️️️,1,0,0,0,0,0,hau,wannan zancen banzane yakeyi ️️️
hau_train_track_a_00110,Jerin Koci 8 da aka sallama daga aiki yayin da Cristiano Ronaldo ke taka leda a karkashinsu,0,0,0,0,0,0,hau,jerin koci 8 da aka sallama daga aiki yayin da cristiano ronaldo ke taka leda a karkashinsu
hau_train_track_a_00111,Baba wanka kawai kake diba a Villa amma bai san ma abin da ke faruwa a Nigeria 🇳🇬 ba ko kadan 🤔,1,0,0,0,1,0,hau,baba wanka kawai kake diba a villa amma bai san ma abin da ke faruwa a nigeria 🇳🇬 ba ko kadan 🤔
hau_train_track_a_00112,Kaii wlhy qarya kuke 😂 masu cin dadi sunfi kowa yawan jima’i,0,0,0,0,0,0,hau,kaii wlhy qarya kuke 😂 masu cin dadi sunfi kowa yawan jima’i
hau_train_track_a_00113,kai jamaa allah kayi mana maganin masifa,0,0,1,0,1,0,hau,kai jamaa allah kayi mana maganin masifa
hau_train_track_a_00114,"Yanzu-yanzu: Allah ya yi wa Dan Iyan Kano, Alhaji Yusuf Bayero rasuwa",0,0,0,0,1,0,hau,yanzuyanzu allah ya yi wa dan iyan kano alhaji yusuf bayero rasuwa
hau_train_track_a_00115,An kashe wani matashi da ya nuna farin cikinsa da kisan da yan ta’adda suka yi ma janar Alkali a garin Jos,0,0,0,0,1,1,hau,an kashe wani matashi da ya nuna farin cikinsa da kisan da yan ta’adda suka yi ma janar alkali a garin jos
hau_train_track_a_00116,ita dai wannan taga kanta duk pictures din da nike gani nata duk babu na dabia wani na ganta dana miji wani kuma kaya neh a jikinta amma kamar tsirara please wai wacece wannan,0,1,0,0,0,0,hau,ita dai wannan taga kanta duk pictures din da nike gani nata duk babu na dabia wani na ganta dana miji wani kuma kaya neh a jikinta amma kamar tsirara please wai wacece wannan
hau_train_track_a_00117,aslm fatima douboun gaisuwa dafatan alhéri dafatan kin wini lfy gaskiya mouna jindadin akuchi da rufi sosai allah ya kara basira sunana hassan,0,0,0,1,0,0,hau,aslm fatima douboun gaisuwa dafatan alhéri dafatan kin wini lfy gaskiya mouna jindadin akuchi da rufi sosai allah ya kara basira sunana hassan
hau_train_track_a_00118,Tana al'ada ta cire audugar jini tayi kacha-kacha da bandakin,0,1,0,0,0,0,hau,tana alada ta cire audugar jini tayi kachakacha da bandakin
hau_train_track_a_00119,Abu kamar wasa: Zakuna sun cinye mutumin da ya raine su tun suna yara a lokacin da suke wasa da shi,0,0,0,0,0,1,hau,abu kamar wasa zakuna sun cinye mutumin da ya raine su tun suna yara a lokacin da suke wasa da shi
