id,text,anger,fear,joy,sadness,surprise,language,processed_text
eng_train_track_a_00095,"The first five minutes I could feel my heart pounding in my chest, as our Q&A went on I got more relaxed.",0,1,1,0,0,eng,the first five minutes i could feel my heart pounding in my chest as our qa went on i got more relaxed
eng_train_track_a_00096,And these were brutal wounds.,1,1,0,1,1,eng,and these were brutal wounds
eng_train_track_a_00097,"Slowly sliding down towards the floor, not having the strength to stay up on my feet any longer, hearing the words `` It's time '' and thinking please no.",0,1,0,1,0,eng,slowly sliding down towards the floor not having the strength to stay up on my feet any longer hearing the words its time and thinking please no
eng_train_track_a_00098,My eyes welled up with tears and my voice cracked.,0,1,0,1,0,eng,my eyes welled up with tears and my voice cracked
eng_train_track_a_00099,"However, I made sure to take a few swishes of water just so my mouth felt like it got a lot of moisture.",0,0,1,0,0,eng,however i made sure to take a few swishes of water just so my mouth felt like it got a lot of moisture
eng_train_track_a_00100,"Thankfully, he doesn't really hold grudges, so I think every day starts with a clean slate... Of course, like a normal human being, he has his limit, which I am trying REALLY REALLY hard to avoid reaching.Also, my throat is dry and hurting because I slept with my mouth wide open last night, and the two times I napped at the boy's house, I slept with it open, again.",0,1,0,0,0,eng,thankfully he doesnt really hold grudges so i think every day starts with a clean slate of course like a normal human being he has his limit which i am trying really really hard to avoid reachingalso my throat is dry and hurting because i slept with my mouth wide open last night and the two times i napped at the boys house i slept with it open again
eng_train_track_a_00101,""" ""look... out your window.",0,0,0,0,1,eng,look out your window
eng_train_track_a_00102,The silence cupped my ears where it was all I could see and hear.,0,1,0,1,0,eng,the silence cupped my ears where it was all i could see and hear
eng_train_track_a_00103,"i'm happy that someone was there, but then again, there still is that part of me, driven deep down and rooted in the ground that keeps on whispering in my ear, `` in the end, all you got is you, remember that. ''",0,1,1,1,0,eng,im happy that someone was there but then again there still is that part of me driven deep down and rooted in the ground that keeps on whispering in my ear in the end all you got is you remember that
eng_train_track_a_00104,"So not an objection at the ceremony, but my wife's parents and brother didn't come to the ceremony at all out of objection to us getting hitched.",1,1,0,1,1,eng,so not an objection at the ceremony but my wifes parents and brother didnt come to the ceremony at all out of objection to us getting hitched
eng_train_track_a_00105,The stench hit me first.,0,1,0,0,1,eng,the stench hit me first
eng_train_track_a_00106,It was the dance of my heart.,0,0,1,0,0,eng,it was the dance of my heart
eng_train_track_a_00107,He gave me my love of science and education.,0,0,1,0,0,eng,he gave me my love of science and education
eng_train_track_a_00108,I thought it was a joke.,0,1,0,0,1,eng,i thought it was a joke
eng_train_track_a_00109,"I feel like my stomach's had a growth spurt, which leaves me aching and sore.",0,1,0,1,0,eng,i feel like my stomachs had a growth spurt which leaves me aching and sore
eng_train_track_a_00110,I got a little burn on my finger and it ticked me off.,1,1,0,1,0,eng,i got a little burn on my finger and it ticked me off
eng_train_track_a_00111,I'm confused about it but keep pressing.,0,1,0,0,1,eng,im confused about it but keep pressing
eng_train_track_a_00112,"The second time I saw her, she told me she was a registered sex offender.",1,1,0,1,1,eng,the second time i saw her she told me she was a registered sex offender
eng_train_track_a_00113,"She was rude to our photographer, she was rude to a few guests, and to us.",1,0,0,0,0,eng,she was rude to our photographer she was rude to a few guests and to us
eng_train_track_a_00114,"an hour after i got here my eyes swelled up and are so itchy, my athsma is ridiculous ( in vic i do nt even take medications!",0,1,0,1,0,eng,an hour after i got here my eyes swelled up and are so itchy my athsma is ridiculous in vic i do nt even take medications
eng_train_track_a_00115,"as usual, i feel like im carrying too much burdens in my heart.",0,1,0,1,0,eng,as usual i feel like im carrying too much burdens in my heart
eng_train_track_a_00116,"i hate the idea of not making progress, it breaks my heart to see time being wasted away, standing still-i hate the idea that i can not see the world.",1,1,0,1,0,eng,i hate the idea of not making progress it breaks my heart to see time being wasted away standing stilli hate the idea that i can not see the world
eng_train_track_a_00117,But I spent two days reading and still didn't hit the end of this thread.,1,1,0,0,1,eng,but i spent two days reading and still didnt hit the end of this thread
eng_train_track_a_00118,"But I was feeling really nervous, and my hands were sweaty.",0,1,0,0,0,eng,but i was feeling really nervous and my hands were sweaty
eng_train_track_a_00119,and throw my hands in the air.,0,0,1,0,0,eng,and throw my hands in the air
eng_train_track_a_00120,Then the cop shows up.,0,1,0,0,1,eng,then the cop shows up
eng_train_track_a_00121,"Teetering for a moment, I caught myself from falling only to fling myself to my knees in the dirt.",0,1,0,0,0,eng,teetering for a moment i caught myself from falling only to fling myself to my knees in the dirt
eng_train_track_a_00122,"I fumbled my way toward the light, and my fingers closed around the doorknob.",0,1,0,0,0,eng,i fumbled my way toward the light and my fingers closed around the doorknob
eng_train_track_a_00123,"I did as much time as I could on my feet for closing gate, but had to sit for stretch before cannon.",0,1,0,0,0,eng,i did as much time as i could on my feet for closing gate but had to sit for stretch before cannon
eng_train_track_a_00124,"The weather up there are super cozy, I went to wash my hand, the water are freezing!!!",0,1,0,0,0,eng,the weather up there are super cozy i went to wash my hand the water are freezing
eng_train_track_a_00125,"But the emotional constrictor that had wrapped itself around my ribs and stomach seems to have gone, and it's not a strain to smile.",0,0,1,0,0,eng,but the emotional constrictor that had wrapped itself around my ribs and stomach seems to have gone and its not a strain to smile
eng_train_track_a_00126,"Nothing like the city to remind you that you are among humans and animals.ProActive Acne Shit Review: So, after only a week of using ProActive, I started to notice the difference in my skin.",0,0,1,0,0,eng,nothing like the city to remind you that you are among humans and animalsproactive acne shit review so after only a week of using proactive i started to notice the difference in my skin
eng_train_track_a_00127,She certainly has the right name... View at the glaciers in the distance.Me being silly... So I had a good morning before going to work and feeling the world-at least the hotel world-crumbling at my feet...,0,1,0,1,0,eng,she certainly has the right name view at the glaciers in the distanceme being silly so i had a good morning before going to work and feeling the worldat least the hotel worldcrumbling at my feet
eng_train_track_a_00128,My heart beat so fast when the beautiful man give Yunho a peck on his left cheek.,0,1,1,0,0,eng,my heart beat so fast when the beautiful man give yunho a peck on his left cheek
eng_train_track_a_00129,The nightmares and fear were new and inexplicable.,0,1,0,1,1,eng,the nightmares and fear were new and inexplicable
eng_train_track_a_00130,I could feel my heart breaking into millions of pieces.,0,0,0,1,0,eng,i could feel my heart breaking into millions of pieces
eng_train_track_a_00131,"The kissing and touching don't stop, they just get more... interesting.",0,0,1,0,1,eng,the kissing and touching dont stop they just get more interesting
eng_train_track_a_00132,"I was trying to concentrate on not falling, but I totally slipped and almost fell on my face.",0,1,0,0,1,eng,i was trying to concentrate on not falling but i totally slipped and almost fell on my face
eng_train_track_a_00133,"im not ashamed to say sometimes i have more fun clipping my nails, pumicing my feet, moisturizing my body and watching the Wedding Planner on TBS with a mask on my face while conditioning my hands and feet with special lotion and gloves & booties on.",0,0,1,0,0,eng,im not ashamed to say sometimes i have more fun clipping my nails pumicing my feet moisturizing my body and watching the wedding planner on tbs with a mask on my face while conditioning my hands and feet with special lotion and gloves booties on
eng_train_track_a_00134,We are earths last hope against extinction.,0,1,0,1,1,eng,we are earths last hope against extinction
eng_train_track_a_00135,Went to a party at a friends house.,0,0,1,0,0,eng,went to a party at a friends house
eng_train_track_a_00136,"Jimmy gently poured some into my mouth, dipping my head back and asking me to swallow.",0,0,0,0,0,eng,jimmy gently poured some into my mouth dipping my head back and asking me to swallow
eng_train_track_a_00137,Fast forward six months - I've moved to central Virginia for work.,0,0,1,0,0,eng,fast forward six months ive moved to central virginia for work
eng_train_track_a_00138,( HUGE grin on my face now. ),0,0,1,0,0,eng,huge grin on my face now
eng_train_track_a_00139,"pops been moved out of icu now and he's going well, but now i've sprained my wrist... stupid hockey!",1,1,0,1,0,eng,pops been moved out of icu now and hes going well but now ive sprained my wrist stupid hockey
eng_train_track_a_00140,"I told them I felt a bit sick so they hurriedly put a sickbowl on my chest, then 10 seconds later I spewed up but a lot of it when all down my new white tshirt.",0,1,0,1,1,eng,i told them i felt a bit sick so they hurriedly put a sickbowl on my chest then 10 seconds later i spewed up but a lot of it when all down my new white tshirt
eng_train_track_a_00141,"Eventually the fridge was back in place and I had even managed to score a minor victory against my fear of fire extinguishers as I successfully moved it across the room ( the fear comes from one fell on my foot, long story! )",0,1,0,0,0,eng,eventually the fridge was back in place and i had even managed to score a minor victory against my fear of fire extinguishers as i successfully moved it across the room the fear comes from one fell on my foot long story
eng_train_track_a_00142,My jaw nearly dropped.,0,0,0,0,1,eng,my jaw nearly dropped
eng_train_track_a_00143,"After i wash my face and brush my teeth, i go out from the kitchen and found that, someone sleep on my place, using my blanket and also pillow.",0,1,0,0,1,eng,after i wash my face and brush my teeth i go out from the kitchen and found that someone sleep on my place using my blanket and also pillow
eng_train_track_a_00144,Not creepy but ghostly.,0,1,0,0,1,eng,not creepy but ghostly
eng_train_track_a_00145,"What came out of my mouth was: ""Because white reigns supreme.",1,1,0,1,1,eng,what came out of my mouth was because white reigns supreme
eng_train_track_a_00146,"Don't walk away, I'm talking to you, there's bruises on my face.",1,1,0,1,0,eng,dont walk away im talking to you theres bruises on my face
eng_train_track_a_00147,as i go to take the hook out of my 4th fish... it shakes and embeds the hook in my hand.,1,1,0,1,1,eng,as i go to take the hook out of my 4th fish it shakes and embeds the hook in my hand
eng_train_track_a_00148,I saw peppermint patties.,0,0,1,0,1,eng,i saw peppermint patties
eng_train_track_a_00149,It better not be for my parenting.,1,1,0,0,0,eng,it better not be for my parenting
eng_train_track_a_00150,Can I add a bridesmaid-zilla story?,0,0,1,0,1,eng,can i add a bridesmaidzilla story
eng_train_track_a_00151,We ended up keeping the old house and renting it out though.,0,0,1,0,0,eng,we ended up keeping the old house and renting it out though
eng_train_track_a_00152,"Most mornings I drift in and out, slowly shaking off the fuddle of sleep but yesterday I was right there with my eyes wide open and the clock saying eight.",0,0,1,0,0,eng,most mornings i drift in and out slowly shaking off the fuddle of sleep but yesterday i was right there with my eyes wide open and the clock saying eight
eng_train_track_a_00153,`` My God $ '' `` What's wrong with my arm? '',0,1,0,0,1,eng,my god whats wrong with my arm
eng_train_track_a_00154,Could be wrong though.,0,1,0,0,0,eng,could be wrong though
eng_train_track_a_00155,"Every movement of the body below my waist caused pain, in such a way that I could anticipate it and, with a bit of understanding, even cope.",0,1,0,1,0,eng,every movement of the body below my waist caused pain in such a way that i could anticipate it and with a bit of understanding even cope
eng_train_track_a_00156,First day of school.,0,1,1,0,0,eng,first day of school
eng_train_track_a_00157,"She opened the door of the moving vehicle, jumped out, and landed on her feet.",0,1,1,0,1,eng,she opened the door of the moving vehicle jumped out and landed on her feet
eng_train_track_a_00158,My mouth by then like cardboard.,0,0,0,0,0,eng,my mouth by then like cardboard
eng_train_track_a_00159,I was scared shitless.,0,1,0,0,1,eng,i was scared shitless
eng_train_track_a_00160,Not a single soul.,0,1,0,1,1,eng,not a single soul
eng_train_track_a_00161,"As the blood seems to return to my head, I can think clearly and muster the energy to keep going.",0,1,1,0,0,eng,as the blood seems to return to my head i can think clearly and muster the energy to keep going
eng_train_track_a_00162,"I fell out of a tree earlier today, and landed on my head after about an eight foot drop onto concrete.",0,1,0,1,1,eng,i fell out of a tree earlier today and landed on my head after about an eight foot drop onto concrete
eng_train_track_a_00163,"But well need large plastic bags, I dont know where to get those.",0,1,0,0,0,eng,but well need large plastic bags i dont know where to get those
eng_train_track_a_00164,I wish I had.,0,0,0,1,0,eng,i wish i had
eng_train_track_a_00165,"the next thing i knew, i felt this huge impact on my head, and then a few more after that.",0,1,0,0,1,eng,the next thing i knew i felt this huge impact on my head and then a few more after that
eng_train_track_a_00166,"I turn around, hoping my back hid part of my drawing and look down at the paper in front of Ryutaro, my hand only inches away from his and start to explain the directions a little clearer to him.",0,0,0,0,0,eng,i turn around hoping my back hid part of my drawing and look down at the paper in front of ryutaro my hand only inches away from his and start to explain the directions a little clearer to him
eng_train_track_a_00167,she was very wrong.,1,0,0,0,0,eng,she was very wrong
eng_train_track_a_00168,They seemed quit some distance away from me.,0,1,0,0,0,eng,they seemed quit some distance away from me
eng_train_track_a_00169,My back is jacked up again.,1,1,0,1,0,eng,my back is jacked up again
eng_train_track_a_00170,"Of course, I could have soaked my hand in a bucket for a couple of hours, but that's not the case here.",0,0,0,0,0,eng,of course i could have soaked my hand in a bucket for a couple of hours but thats not the case here
eng_train_track_a_00171,As he approached the edge of it he took to prep hops.,0,1,0,0,1,eng,as he approached the edge of it he took to prep hops
eng_train_track_a_00172,"In silence, I prayed and searched my heart....",0,1,0,1,0,eng,in silence i prayed and searched my heart
eng_train_track_a_00173,I couldnt walk without tripping over her.,1,1,0,0,0,eng,i couldnt walk without tripping over her
eng_train_track_a_00174,You know the ones?,0,0,0,0,1,eng,you know the ones
